class	spec	spec_id	name	spell_id	origin	source	castable	cooldown	band	tree	hero_tree	node_id	entry_id	max_ranks	blizz_category	seed_bucket	also_from	aliases	description_source	description
Druid	Guardian	104	Wild Growth	48438	talent-active	TraitNodeEntry	true	10	Rotational	class		82205	103283	1					api	Heals up to 5 injured allies within 30 yards of the target for 1,303 over 7 sec. Healing starts high and declines over the duration.
Druid	Guardian	104	Remove Corruption	2782	talent-active	TraitNodeEntry	true	8	Rotational	class		82241	103320	1	Utility	Class 6 (Dispel)	cdm-only:CooldownSetSpell		api	Nullifies corrupting effects on the friendly target, removing all Curse and Poison effects.
Druid	Guardian	104	Survival Instincts	61336	talent-active	TraitNodeEntry	true	6	Rotational	spec		82129	103193	1	Essential/Other	Personal Defensive 2	cdm-only:CooldownSetSpell		api	Reduces all damage you take by 50% for 6 sec.
Druid	Guardian	104	Frenzied Regeneration	22842	talent-active	TraitNodeEntry	true	1	Rotational	class		82220	103298	1	Buff/Essential	Rotational 6	cdm-only:CooldownSetSpell		api	Heals you for 32% health over 3 sec.
Druid	Guardian	104	Ironfur	192081	talent-active	TraitNodeEntry	true	0.5	Rotational	class		82227	103305	1	Other/Utility	Rotational 4	cdm-only:CooldownSetSpell		api	Increases armor by 124 for 7 sec.
Druid	Guardian	104	Hibernate	2637	talent-active	TraitNodeEntry	true	0	Rotational	class		82211	103289	1	Buff	Class 4 (Special)	cdm-only:CooldownSetSpell		api	Forces the enemy target to sleep for up to 40 sec. Any damage will awaken the target. Only one target can be forced to hibernate at a time. Only works on Beasts and Dragonkin.
Druid	Guardian	104	Maul	6807	talent-active	TraitNodeEntry	true	0	Rotational	spec		82127	103191	1	Essential	Rotational 3	cdm-only:CooldownSetSpell		api	Maul the target for 75 Physical damage.
Druid	Guardian	104	Moonkin Form	24858	talent-active	TraitNodeEntry	true	0	Rotational	class		82208	103286	1		Stance 4	talent-active:TraitNodeEntry		api	Shapeshift into Moonkin Form, increasing the damage of your spells by 10% and your armor by 125%, and granting protection from Polymorph effects.\n\nThe act of shapeshifting frees you from movement impairing effects.
Druid	Guardian	104	Rake	1822	talent-active	TraitNodeEntry	true	0	Rotational	class		82199	103277	1	Buff/Essential		cdm-only:CooldownSetSpell		api	Rake the target for 10 Bleed damage and an additional 57 Bleed damage over 15 sec.\n\nAwards 1 combo point.
Druid	Guardian	104	Raze	400254	talent-active	TraitNodeEntry	true	0	Rotational	spec		82137	103202	1					api	Strike with the might of Ursoc, dealing 74 Physical damage to your target and 39 to all other enemies in front of you. Damage reduced beyond 5 targets.
Druid	Guardian	104	Rejuvenation	774	talent-active	TraitNodeEntry	true	0	Rotational	class		82217	103295	1					api	Heals the target for 1,672 over 12 sec.
Druid	Guardian	104	Rip	1079	talent-active	TraitNodeEntry	true	0	Rotational	class		82222	103300	1	Buff/Essential		cdm-only:CooldownSetSpell		api	Finishing move that causes Bleed damage over time. Lasts longer per combo point.\n\n   1 point  : 8 over 1 sec\n   2 points: 12 over 2 sec\n   3 points: 16 over 3 sec\n   4 points: 20 over 3 sec\n   5 points: 24 over 4 sec
Druid	Guardian	104	Starfire	197628	talent-active	TraitNodeEntry	true	0	Rotational	class		91044	112967	1			talent-active:TraitNodeEntry		api	Call down a burst of energy, causing 352 Arcane damage to the target, and 243 Arcane damage to all other enemies within 5 yards. Deals reduced damage beyond 8 targets.
Druid	Guardian	104	Sunfire	93402	talent-active	TraitNodeEntry	true	0	Rotational	class		93714	116102	1	Buff		class-baseline:SkillLineAbility:798;cdm-only:CooldownSetSpell		api	A quick beam of solar light burns the enemy for 80 Nature damage and then an additional 705 Nature damage over 18 sec.
Druid	Guardian	104	Survival of the Fittest	203965	talent-active	TraitNodeEntry	true	0	Rotational	spec		82143	103210	2					api	Reduces the cooldowns of Barkskin and Survival Instincts by 12%.
Druid	Guardian	104	Swipe	213764	talent-active	TraitNodeEntry	true	0	Rotational	class		82223	103301	1					api	Swipe nearby enemies, inflicting Physical damage. Damage varies by shapeshift form.
Druid	Guardian	104	Symbiotic Relationship	474750	talent-active	TraitNodeEntry	true	0	Rotational	class		100173	123792	1		PvP 3			api	Form a bond with an ally. Your self-healing also heals your bonded ally for 10% of the amount healed. Your healing to your bonded ally also heals you for 8% of the amount healed.
Druid	Guardian	104	Incarnation: Guardian of Ursoc	102558	talent-choice	TraitNodeEntry	true	180	Cooldown	spec		82136	103201	1					api	An improved Bear Form that grants the benefits of Berserk, causes Mangle to hit up to 3 targets, and increases maximum health by 30%.\n\nLasts 30 sec. You may freely shapeshift in and out of this improved Bear Form for its duration.
Druid	Guardian	104	Convoke the Spirits	391528	talent-choice	TraitNodeEntry	true	120	Cooldown	spec		82136	103200	1	Essential		cdm-only:CooldownSetSpell		api	Call upon the spirits for an eruption of energy, channeling a rapid flurry of 16 Druid spells and abilities over 4 sec.\n\nYou will cast Wild Growth, Swiftmend, Moonfire, Wrath, Regrowth, Rejuvenation, Rake, and Thrash on appropriate nearby targets, favoring your current shapeshift form.
Druid	Guardian	104	Mighty Bash	5211	talent-choice	TraitNodeEntry	true	60	Cooldown	class		82237	103315	1	Utility	CC	cdm-only:CooldownSetSpell		api	Invokes the spirit of Ursoc to stun the target for 4 sec. Usable in all shapeshift forms.
Druid	Guardian	104	Ursol's Vortex	102793	talent-choice	TraitNodeEntry	true	60	Cooldown	class		82207	128589	1	Utility		class-baseline:SkillLineAbility:798;cdm-only:CooldownSetSpell		api	Conjures a vortex of wind for 10 sec at the destination, reducing the movement speed of all enemies within 8 yards by 50%. The first time an enemy attempts to leave the vortex, winds will pull that enemy back to its center. Usable in all shapeshift forms.
Druid	Guardian	104	Tiger Dash	252216	talent-choice	TraitNodeEntry	true	45	Cooldown	class		82198	103275	1					api	Shift into Cat Form and increase your movement speed by 200%, reducing gradually over 5 sec.
Druid	Guardian	104	Bristling Fur	155835	talent-choice	TraitNodeEntry	true	40	Rotational	spec		82161	103230	1	Buff/Essential		cdm-only:CooldownSetSpell		api	Bristle your fur, causing you to generate Rage based on damage taken for 8 sec.
Druid	Guardian	104	Incapacitating Roar	99	talent-choice	TraitNodeEntry	true	30	Rotational	class		82237	103316	1	Utility		cdm-only:CooldownSetSpell		api	Shift into Bear Form and invoke the spirit of Ursol to let loose a deafening roar, incapacitating all enemies within 10 yards for 3 sec. Damage may cancel the effect.
Druid	Guardian	104	Mass Entanglement	102359	talent-choice	TraitNodeEntry	true	30	Rotational	class		82207	103285	1	Utility	Class 2 (CC)	cdm-only:CooldownSetSpell		api	Roots the target and all enemies within 12 yards in place for 10 sec. Damage may interrupt the effect. Usable in all shapeshift forms.
Druid	Guardian	104	Red Moon	1252871	talent-choice	TraitNodeEntry	true	30	Rotational	spec		82147	135336	1					api	Channel the power of the enraged moon to deal 2,432 Arcane damage to your target over 8 sec. Casting Mangle extends its duration by 1.0 sec and generates 8 Rage.
Druid	Guardian	104	Wild Charge	102401	talent-choice	TraitNodeEntry	true	15	Rotational	class		82198	103276	1	Utility	Immune/Spell Immune/Movement	cdm-only:CooldownSetSpell		api	Fly to a nearby ally's position.
Druid	Guardian	104	Soothe	2908	talent-choice	TraitNodeEntry	true	10	Rotational	class		82229	103307	1	Utility	Class 5 (Purge)	cdm-only:CooldownSetSpell		api	Soothes the target, dispelling all enrage effects.
Druid	Guardian	104	Cyclone	33786	talent-choice	TraitNodeEntry	true	0	Rotational	class		82229	128587	1					api	Tosses the enemy target into the air, disorienting them but making them invulnerable for up to 5 sec. Only one target can be affected by your Cyclone at a time.
Druid	Guardian	104	Rebirth	20484	class-baseline	SkillLineAbility:798	true	600	Cooldown						Utility	Class 8 (Lust/BRes)	cdm-only:CooldownSetSpell		api	Returns the spirit to the body, restoring a dead target to life with 100% health and at least 20% mana. Castable in combat.
Druid	Guardian	104	Dash	1850	class-baseline	SkillLineAbility:798	true	120	Cooldown						Buff/Utility	Movement Ability	cdm-only:CooldownSetSpell		api	Shift into Cat Form and increase your movement speed by 60% while in Cat Form for 10 sec.
Druid	Guardian	104	Essence of G'Hanir	208253	class-baseline	SkillLineAbility:798	true	90	Cooldown										api	Release the natural power within G'Hanir to increase the frequency that all of your heal over time effects heal allies by 100% for 8 sec.
Druid	Guardian	104	Ashamane's Frenzy	210722	class-baseline	SkillLineAbility:798	true	75	Cooldown										api	Unleash Ashamane's Frenzy, clawing your target 15 times over 3 sec for 27 Physical damage and an additional 81 Bleed damage over 6 sec.\n\nAwards 3 combo points.
Druid	Guardian	104	Barkskin	22812	class-baseline	SkillLineAbility:798	true	60	Cooldown						Buff/Essential	Personal Defensive 1	cdm-only:CooldownSetSpell		api	Your skin becomes as tough as bark, reducing all damage you take by 20% and preventing damage from delaying your spellcasts. Lasts 8 sec.\n\nUsable while stunned, frozen, incapacitated, feared, or asleep, and in all shapeshift forms.
Druid	Guardian	104	Dreamwalk	193753	class-baseline	SkillLineAbility:798	true	60	Cooldown										api	Teleports the caster to the Emerald Dreamway.\n\nCasting Dreamwalk again while in the Emerald Dreamway will return you back to near your departure point.
Druid	Guardian	104	Charm Woodland Creature	127757	class-baseline	SkillLineAbility:798	true	30	Rotational										api	Allows the Druid to befriend an ambient creature, which will follow the Druid for 1 hour.
Druid	Guardian	104	Growl	6795	class-baseline	SkillLineAbility:798	true	8	Rotational						Utility	Taunt/Quick Access	cdm-only:CooldownSetSpell		api	Taunts the target to attack you, and increases the threat you generate against them by 800% for 6 sec.
Druid	Guardian	104	Prowl	102547	class-baseline	SkillLineAbility:798	true	6	Rotational						Buff/Essential		cdm-only:CooldownSetSpell		api	Allows the Druid to vanish from sight, entering an improved stealth mode.  Lasts until cancelled.
Druid	Guardian	104	Thrash	77758	class-baseline	SkillLineAbility:798	true	6	Rotational						Buff/Essential	Rotational 2	cdm-only:CooldownSetSpell		api	Strikes all nearby enemies, dealing 34 Bleed damage and an additional 12 Bleed damage over 15 sec. When applied from Bear Form, this effect can stack up to 3 times.\n\nGenerates 5 Rage.
Druid	Guardian	104	Strength of the Wild	236716	class-baseline	SkillLineAbility:798	true	3	Rotational										api	Maul the target for 8% of the target's maximum health in Physical damage.
Druid	Guardian	104	Track Beasts	210065	class-baseline	SkillLineAbility:798	true	1.5	Rotational										api	Shows the location of all nearby beasts on the minimap.
Druid	Guardian	104	Track Humanoids	5225	class-baseline	SkillLineAbility:798	true	1.5	Rotational										api	Shows the location of all nearby humanoids on the minimap.
Druid	Guardian	104	Bear Form	5487	class-baseline	SkillLineAbility:798	true	0	Rotational							Stance 1			api	Shapeshift into Bear Form, increasing armor by 220% and Stamina by 25%, granting protection from Polymorph effects, and increasing threat generation.\n\nThe act of shapeshifting frees you from movement impairing effects.
Druid	Guardian	104	Cat Form	768	class-baseline	SkillLineAbility:798	true	0	Rotational							Stance 2			api	Shapeshift into Cat Form, increasing auto-attack damage by 40%, movement speed by 30%, granting protection from Polymorph effects, and reducing falling damage.\n\nThe act of shapeshifting frees you from movement impairing effects.
Druid	Guardian	104	Cenarion Ward	102352	class-baseline	SkillLineAbility:798	true	0	Rotational										api	Heals the target for 504.3 every 1.8 sec for 8 sec.
Druid	Guardian	104	Clearcasting	16870	class-baseline	SkillLineAbility:798	true	0	Rotational										api	Your healing over time from Lifebloom has a 4% chance to cause a Clearcasting state, making your next Regrowth cost no mana.
Druid	Guardian	104	Efflorescence	81269	class-baseline	SkillLineAbility:798	true	0	Rotational										api	Restores 225 health to three injured allies within 10 yards of the initial target every 1.8 sec for 30 sec.
Druid	Guardian	104	Entangling Roots	339	class-baseline	SkillLineAbility:798	true	0	Rotational							Class 3 (Tag)			api	Roots the target in place for 30 sec. Damage may cancel the effect.
Druid	Guardian	104	Ferocious Bite	22568	class-baseline	SkillLineAbility:798	true	0	Rotational										api	Finishing move that causes Physical damage per combo point and consumes up to 25 additional Energy to increase damage by up to 100%.\n\n   1 point  : 9 damage\n   2 points: 18 damage\n   3 points: 27 damage\n   4 points: 37 damage\n   5 points: 46 damage
Druid	Guardian	104	Flap	164862	class-baseline	SkillLineAbility:798	true	0	Rotational										api	You flap your wings, slowing your falling speed.
Druid	Guardian	104	Flight Form	165962	class-baseline	SkillLineAbility:798	true	0	Rotational										api	Shapeshift into flight form, increasing movement speed and allowing you to fly. Cannot use in combat. \n\nThe act of shapeshifting frees the caster of movement impairing effects.
Druid	Guardian	104	Force of Nature	37846	class-baseline	SkillLineAbility:798	true	0	Rotational										none	
Druid	Guardian	104	Incarnation: Tree of Life	81098	class-baseline	SkillLineAbility:798	true	0	Rotational										none	
Druid	Guardian	104	Mangle	33917	class-baseline	SkillLineAbility:798	true	0	Rotational						Essential	Rotational 1	cdm-only:CooldownSetSpell		api	Mangle the target for 68 Physical damage.\n\nGenerates 12 Rage.
Druid	Guardian	104	Mark of the Wild	1126	class-baseline	SkillLineAbility:798	true	0	Rotational							Buff			api	Infuse a friendly target with the power of the wild, increasing their Versatility by 3% for 60 minutes.\n\nIf target is in your party or raid, all party and raid members will be affected.
Druid	Guardian	104	Moonfire	8921	class-baseline	SkillLineAbility:798	true	0	Rotational						Buff/Essential	Rotational 5	cdm-only:CooldownSetSpell		api	A quick beam of lunar light burns the enemy for 81 Arcane damage and then an additional 705 Arcane damage over 18 sec.
Druid	Guardian	104	Mount Form	210053	class-baseline	SkillLineAbility:798	true	0	Rotational										api	Shapeshift into a mountable ground travel form, increasing movement speed by 40%. Also protects the caster from Polymorph effects. Only usable outdoors.\n\nThe act of shapeshifting frees the caster of movement impairing effects.
Druid	Guardian	104	Regrowth	8936	class-baseline	SkillLineAbility:798	true	0	Rotational						Essential	Self-Heal 1	cdm-only:CooldownSetSpell		api	Heals a friendly target for 1,997 and another 287 over 6 sec.
Druid	Guardian	104	Revive	50769	class-baseline	SkillLineAbility:798	true	0	Rotational							Res			api	Returns the spirit to the body, restoring a dead target to life with 35% of maximum health and mana. Not castable in combat.
Druid	Guardian	104	Shapeshift Form	228545	class-baseline	SpecializationSpells	true	0	Rotational										none	
Druid	Guardian	104	Shred	5221	class-baseline	SkillLineAbility:798	true	0	Rotational										api	Shred the target, causing 82 Physical damage to the target.\n\nAwards 1 combo point.
Druid	Guardian	104	Single-Button Assistant	1229376	class-baseline	SpecializationSpells	true	0	Rotational										api	Casts damaging abilities for use in combat, rotating through them based on priority.\n\nThe global cooldown of abilities used through the Single-Button Assistant is 25% longer.
Druid	Guardian	104	Teleport: Moonglade	18960	class-baseline	SkillLineAbility:798	true	0	Rotational										api	Teleport to the Moonglade.\n\nCasting Teleport: Moonglade while in Moonglade will return you back to near your departure point.
Druid	Guardian	104	Tranquility	157982	class-baseline	SkillLineAbility:798	true	0	Rotational										api	Heals all allies within 40 yards for 19,557 over 5.4 sec. Healing decreased beyond 5 targets.\n\nRoots form around you while channeling, absorbing up to 60% of your health in damage and preventing knockbacks.
Druid	Guardian	104	Travel Form	783	class-baseline	SkillLineAbility:798	true	0	Rotational							Stance 3			api	Shapeshift into a travel form appropriate to your current location, increasing movement speed on land, in water, or in the air, and granting protection from Polymorph effects.\n\nThe act of shapeshifting frees you from movement impairing effects.
Druid	Guardian	104	Treant Form	114282	class-baseline	SkillLineAbility:798	true	0	Rotational										api	Shapeshift into Treant Form.
Druid	Guardian	104	Wrath	5176	class-baseline	SkillLineAbility:798	true	0	Rotational										api	Hurl a ball of energy at the target, dealing 232 Nature damage.
Druid	Guardian	104	Ysera's Gift	145109	class-baseline	SkillLineAbility:798	true	0	Rotational										api	Heals you for 3% of your maximum health every 5 sec. If you are at full health, an injured party or raid member will be healed instead.
Druid	Guardian	104	Emerald Slumber	329042	pvp-talent	PvpTalent	true	120	Cooldown						Utility		cdm-only:CooldownSetSpell		api	Embrace the Emerald Dream, causing you to enter a deep slumber for 8 sec. While sleeping, all other cooldowns recover 400% faster, and allies within 40 yds are healed for 21 every 1 sec.\n\nDirect damage taken may awaken you.
Druid	Guardian	104	Grove Protection	354654	pvp-talent	PvpTalent	true	60	Cooldown						Utility		cdm-only:CooldownSetSpell		api	Summon a grove to protect allies in the area for 10 sec, reducing damage taken by 50% from enemies outside the grove.
Druid	Guardian	104	Demoralizing Roar	201664	pvp-talent	PvpTalent	true	30	Rotational						Utility		cdm-only:CooldownSetSpell		api	Demoralizes all enemies within 10 yards, reducing the damage they do by 20% for 8 sec.
Druid	Guardian	104	Overrun	202246	pvp-talent	PvpTalent	true	25	Rotational						Utility		cdm-only:CooldownSetSpell		api	Charge to an enemy, stunning them for 3 sec and knocking back their allies within 15 yards.
Druid	Guardian	104	Alpha Challenge	207017	pvp-talent	PvpTalent	true	20	Rotational										api	You focus the assault on this target, increasing their damage taken by 3% for 6 sec. Each unique player that attacks the target increases the damage taken by an additional 3%, stacking up to 5 times.\n\nYour melee attacks refresh the duration of Focused Assault.
Druid	Guardian	104	Charging Bash	228431	pvp-talent	PvpTalent	false	0	Rotational										api	Increases the range of your Skull Bash by 10 yards.
Druid	Guardian	104	Den Mother	236180	pvp-talent	PvpTalent	false	0	Rotational										api	You bolster nearby allies within 15 yards, increasing their maximum health by 15%.\n\nThe duration of all stun effects on you is reduced by 15%.
Druid	Guardian	104	Entangling Claws	202226	pvp-talent	PvpTalent	false	0	Rotational						Utility		cdm-only:CooldownSetSpell		api	Entangling Roots is now an instant cast spell with a 6 second cooldown but with a 10 yard range. It can also be cast while in shapeshift forms.
Druid	Guardian	104	Freedom of the Herd	213200	pvp-talent	PvpTalent	false	0	Rotational										api	Your Stampeding Roar clears all roots and snares from yourself and allies.
Druid	Guardian	104	Malorne's Swiftness	236147	pvp-talent	PvpTalent	false	0	Rotational										api	Your Travel Form movement speed while within a Battleground or Arena is increased by 20% and you always move at 100% movement speed while in Travel Form.
Druid	Guardian	104	Master Shapeshifter	236144	pvp-talent	PvpTalent	false	0	Rotational										api	Your abilities are amplified based on your current shapeshift form, granting an additional effect.\n\n Caster Form\nRejuvenation heals for 30% more and causes you to instantly generate 25 Rage after entering Bear Form.\n\n Moonkin Form\nWrath, Starfire, and Starsurge deal 30% additional damage and cause you to instantly generate 25 Rage after entering Bear Form.\n\n Cat Form\nRip, Ferocious Bite, and Maim deal 60% additional damage and cause you to instantly generate 50 Rage after entering Bear Form when cast with 5 combo points.
Druid	Guardian	104	Tireless Pursuit	377801	pvp-talent	PvpTalent	false	0	Rotational										api	For 3 sec after leaving Cat Form or Travel Form, you retain up to 25% movement speed.
Druid	Guardian	104	Aessina's Renewal	474678	talent-passive	TraitNodeEntry	false	0	Rotational	class		82232	128581	1					api	When a hit deals more than 12% of your maximum health, instantly heal for 10% of your health.\n\nThis effect cannot occur more than once every 30 seconds.
Druid	Guardian	104	After the Wildfire	371905	talent-passive	TraitNodeEntry	false	0	Rotational	spec		82140	103206	1	Buff		cdm-only:CooldownSetSpell		api	Every 300 Rage you spend causes a burst of restorative energy, healing up to 5 allies within 20 yds for 262.
Druid	Guardian	104	Aggravate Wounds	441829	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Druid of the Claw	94616	117216	1					api	Every attack with an Energy cost that you cast extends the duration of your Dreadful Wounds by 0.6 sec, up to 8 additional sec.
Druid	Guardian	104	Arcane Affinity	429540	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Elune's Chosen	94586	117178	1					api	All Arcane damage from your spells and abilities is increased by 3%.
Druid	Guardian	104	Astral Influence	197524	talent-passive	TraitNodeEntry	false	0	Rotational	class		82210	103288	1					api	Increases the range of all of your spells by 5 yards.
Druid	Guardian	104	Astral Insight	429536	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Elune's Chosen	94585	117772	1					api	Incarnation: Guardian of Ursoc increases Arcane damage from spells and abilities by 10% while active.\n\nIncreases the duration and number of spells cast by Convoke the Spirits by 25%.
Druid	Guardian	104	Atmospheric Exposure	429532	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Elune's Chosen	94607	117204	1	Buff		cdm-only:CooldownSetSpell		api	Enemies damaged by Lunar Beam or Fury of Elune take 6% increased damage from you for 6 sec.
Druid	Guardian	104	Bask in Moonlight	1271305	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Elune's Chosen	109718	135976	1					api	Starsurge damage increased by 5%. \nStarfall damage increased by 10%.
Druid	Guardian	104	Bestial Strength	441841	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Druid of the Claw	94611	117208	1					api	Maul and Raze damage increased by 10%.
Druid	Guardian	104	Blood Frenzy	203962	talent-passive	TraitNodeEntry	false	0	Rotational	spec		82142	103209	1					api	Thrash also generates 3 Rage each time it deals damage, on up to 5 targets.
Druid	Guardian	104	Boundless Moonlight	424058	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Elune's Chosen	94608	117205	1					api	Fury of Elune\nFury of Elune now ends with a flash of energy, blasting nearby enemies for 822 Astral damage.\n\n Full Moon\nFull Moon calls down 2 Minor Moons that deal 707 Astral damage and generate 3 Astral Power.
Druid	Guardian	104	Brambles	203953	talent-passive	TraitNodeEntry	false	0	Rotational	spec		109378	135570	1					api	Sharp brambles protect you, absorbing and reflecting up to 8 damage from each attack.\n\nWhile Barkskin is active, the brambles also deal 2 Nature damage to all nearby enemies every 1 sec.
Druid	Guardian	104	Circle of the Heavens	474541	talent-passive	TraitNodeEntry	false	0	Rotational	class		104078	128579	1					api	Magical damage dealt by your spells increased by 5%.
Druid	Guardian	104	Circle of the Wild	474530	talent-passive	TraitNodeEntry	false	0	Rotational	class		104078	128580	1					api	Physical damage dealt by your abilities increased by 5%.
Druid	Guardian	104	Claw Rampage	441835	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Druid of the Claw	94613	117211	1					api	During Berserk, Shred, and Swipe have a 20% chance to make your next Ferocious Bite become Ravage.
Druid	Guardian	104	Dreadful Wound	441809	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Druid of the Claw	94620	117220	1	Buff		cdm-only:CooldownSetSpell		api	Ravage also inflicts a Bleed that causes 35 damage over 6 sec and saps its victims' strength, reducing damage they deal to you by 15%.\n\nDreadful Wound is not affected by Circle of Life and Death.
Druid	Guardian	104	Dream Guide	1278886	talent-passive	TraitNodeEntry	false	0	Rotational	spec		92585	136806	1	Buff		cdm-only:CooldownSetSpell		api	When you take non-periodic damage, you have a chance to gain a charge of Dream Guide. \n\nWhen you or a nearby ally drops below 40% health, you consume a charge of Dream Guide to automatically cast Regrowth on them. This Regrowth heals for an additional 100%.
Druid	Guardian	104	Dream of Cenarius	372119	talent-passive	TraitNodeEntry	false	0	Rotational	spec		92585	114698	1	Buff		cdm-only:CooldownSetSpell		api	When you take non-periodic damage, you have a chance to cause your next Regrowth to heal for an additional 130%, and to be instant, free, and castable in all forms for 30 sec.
Druid	Guardian	104	Elune's Favored	370586	talent-passive	TraitNodeEntry	false	0	Rotational	spec		82134	103198	1					api	While in Bear Form, you are healed for 18% of all Arcane damage done.
Druid	Guardian	104	Elune's Grace	443046	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Elune's Chosen	94597	123304	1					api	Using Wild Charge while in Bear Form or Moonkin Form incurs a 3 sec shorter cooldown.
Druid	Guardian	104	Empowered Shapeshifting	441689	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Druid of the Claw	94612	117210	1					api	Frenzied Regeneration can be cast in Cat Form for 40 Energy.\n\nBear Form reduces magic damage you take by 6%.\n\nShred and Swipe damage increased by 10%. Mangle damage increased by 25%.
Druid	Guardian	104	Exacerbating Wounds	1271839	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Druid of the Claw	94619	117219	1					api	Your Dreadful Wounds increase the damage afflicted enemies take from your Bleed damage over time effects by 15%.
Druid	Guardian	104	Feline Swiftness	131768	talent-passive	TraitNodeEntry	false	0	Rotational	class		82236	103314	1					api	Increases your movement speed by 15%.
Druid	Guardian	104	Flashing Claws	393427	talent-passive	TraitNodeEntry	false	0	Rotational	spec		82154	103223	2					api	Thrash has a 10% chance to trigger an additional Thrash.\n\nThrash stacks 1 additional time.
Druid	Guardian	104	Fluid Form	449193	talent-passive	TraitNodeEntry	false	0	Rotational	class		82246	103326	1					api	Shred, Rake, and Skull Bash can be used in any form and shift you into Cat Form, if necessary. \n\nMangle can be used in any form and shifts you into Bear Form. \n\nWrath and Starfire shift you into Moonkin Form, if known.
Druid	Guardian	104	Forestwalk	400129	talent-passive	TraitNodeEntry	false	0	Rotational	class		82243	103323	2					api	Casting Regrowth increases your movement speed and healing received by 8% for 6 sec.
