class	spec	spec_id	name	spell_id	origin	source	castable	cooldown	cast_time	band	tree	hero_tree	node_id	entry_id	max_ranks	blizz_category	seed_bucket	also_from	aliases	description_source	description
Death Knight	Frost	251	Death Strike	49998	talent-active	TraitNodeEntry	true	0	0	Rotational	class		76071	96200	1	Essential	Self-Heal 1	cdm-only:CooldownSetSpell		api	Focuses dark power into a strike that deals 54 Physical damage and heals you for 20.00% of all damage taken in the last 5 sec, minimum 7.0% of maximum health.
Death Knight	Frost	251	Empower Rune Weapon	47568	talent-active	TraitNodeEntry	true	0	0	Rotational	spec		76096	96225	1	Essential		cdm-only:CooldownSetSpell		api	Drain the will of your enemy to empower your rune weapon, dealing 70 Shadowfrost damage and reduced damage to enemies nearby, gaining 40 Runic Power, and grants you Killing Machine.
Death Knight	Frost	251	Frost Strike	49143	talent-active	TraitNodeEntry	true	0	0	Rotational	spec		76115	96245	1	Essential	Rotational 2	cdm-only:CooldownSetSpell		api	Chill your weapon with icy power and quickly strike the enemy, dealing 46 Frost damage.
Death Knight	Frost	251	Frostscythe	207230	talent-active	TraitNodeEntry	true	0	0	Rotational	spec		76113	96243	1	Essential		cdm-only:CooldownSetSpell		api	A sweeping attack that strikes all enemies in front of you for 14 Frost damage. Deals reduced damage beyond 5 targets. \n\nConsumes Killing Machine to have its critical strikes deal 4 times the normal damage.
Death Knight	Frost	251	Howling Blast	49184	talent-active	TraitNodeEntry	true	0	0	Rotational	spec		76114	96244	1	Buff/Essential	Rotational 3	cdm-only:CooldownSetSpell		api	Blast the target with a frigid wind, dealing 8 Frost damage to that foe, and reduced damage to all other enemies within 10 yards, infecting all targets with Frost Fever.\n\n Frost Fever\nA disease that deals 59 Frost damage over 24 sec and has a chance to grant the Death Knight 4 Runic Power each time it deals damage.
Death Knight	Frost	251	Obliterate	49020	talent-active	TraitNodeEntry	true	0	0	Rotational	spec		76116	96246	1	Essential	Rotational 1	cdm-only:CooldownSetSpell		api	A brutal attack that deals 42 Physical and 41 Frost damage.
Death Knight	Frost	251	Wraith Walk	212552	talent-choice	TraitNodeEntry	true	60	0	Cooldown	class		76074	133518	1	Buff/Utility	Movement Ability 2	cdm-only:CooldownSetSpell		api	Embrace the power of the Shadowlands, removing all root effects and increasing your movement speed by 70% for 4 sec. Taking any action cancels the effect.\n\nWhile active, your movement speed cannot be reduced below 170%.
Death Knight	Frost	251	Asphyxiate	221562	talent-choice	TraitNodeEntry	true	45	0	Cooldown	class		76064	96193	1	Utility	CC	cdm-only:CooldownSetSpell		api	Lifts the enemy target off the ground, crushing their throat with dark energy and stunning them for 5 sec.
Death Knight	Frost	251	Raise Ally	61999	class-baseline	SkillLineAbility:796	true	600	0	Cooldown						Utility	Class 8 (Lust/BRes)	cdm-only:CooldownSetSpell		api	Pours dark energy into a dead target, reuniting spirit and body to allow the target to reenter battle with 60% health and at least 20% mana.
Death Knight	Frost	251	Sindragosa's Fury	190778	class-baseline	SkillLineAbility:796	true	300	0	Cooldown										api	Summons Sindragosa, who breathes frost on all enemies within 40 yd in front of you, dealing 146 Frost damage and slowing movement speed by 50% for 10 sec.
Death Knight	Frost	251	Lichborne	49039	class-baseline	SkillLineAbility:796	true	120	0	Cooldown						Buff/Utility	Self-Heal 2	cdm-only:CooldownSetSpell		api	Draw upon unholy energy to become Undead for 10 sec, increasing Leech by 6% and making you immune to Charm, Fear, and Sleep.
Death Knight	Frost	251	Apocalypse	220143	class-baseline	SkillLineAbility:796	true	90	0	Cooldown										api	Strikes the enemy, dealing 3 Physical damage and bursting up to 6 Festering Wounds on the target, summoning a member of your Army of the Dead for 20 sec for each burst Festering Wound.
Death Knight	Frost	251	Anti-Magic Shell	48707	class-baseline	SkillLineAbility:796	true	60	0	Cooldown						Buff/Utility	Immune/Spell Immune/Movement	cdm-only:CooldownSetSpell		api	Surrounds you in an Anti-Magic Shell for 5 sec, absorbing up to 9,165 magic damage and preventing application of harmful magical effects. Damage absorbed generates Runic Power.
Death Knight	Frost	251	Death Gate	50977	class-baseline	SkillLineAbility:796	true	60	4	Cooldown										api	Opens a gate which you can use to return to Ebon Hold.\n\nUsing a Death Gate while in Ebon Hold will return you back to near your departure point.
Death Knight	Frost	251	Consumption	205223	class-baseline	SkillLineAbility:796	true	45	0	Cooldown										api	Strikes all enemies in front of you with a hungering attack that deals 87 Physical damage and heals you for 100% of that damage.
Death Knight	Frost	251	Remorseless Winter	196770	class-baseline	SpecializationSpells	true	20	0	Rotational						Essential	Rotational 4	cdm-only:CooldownSetSpell		api	Drain the warmth of life from all nearby enemies within 8 yards, dealing 28 Frost damage over 8 sec and reducing their movement speed by 20%.
Death Knight	Frost	251	Corpse Exploder	127344	class-baseline	SkillLineAbility:796	true	15	0	Rotational										api	Cause a target corpse to explode in a shower of gore. Does not affect mechanical or elemental corpses.
Death Knight	Frost	251	Dark Command	56222	class-baseline	SkillLineAbility:796	true	8	0	Rotational							Taunt/Quick Access			api	Command the target to attack you, and increases the threat you generate against them by 800% for 6 sec.
Death Knight	Frost	251	Death Grip	49576	class-baseline	SkillLineAbility:796	true	1	0	Rotational						Utility	Class 1 (Movement)	cdm-only:CooldownSetSpell		api	Harnesses the energy that surrounds and binds all matter, drawing the target toward you.
Death Knight	Frost	251	Death's Advance	48265	class-baseline	SkillLineAbility:796	true	1	0	Rotational						Buff/Utility	Movement Ability	cdm-only:CooldownSetSpell		api	For 10 sec, your movement speed is increased by 35%, you cannot be slowed below 100% of normal speed, and you are immune to forced movement effects and knockbacks.\n\nPassive: You cannot be slowed below 70% of normal speed.
Death Knight	Frost	251	Blood Plague	55078	class-baseline	SkillLineAbility:796	true	0	0	Rotational										api	A shadowy disease that drains 93 health from the target over 24 sec.
Death Knight	Frost	251	Chains of Ice	45524	class-baseline	SkillLineAbility:796	true	0	0	Rotational						Buff	Slow	cdm-only:CooldownSetSpell		api	Shackles the target with frozen chains, reducing movement speed by 70% for 8 sec.
Death Knight	Frost	251	Death Coil	47541	class-baseline	SkillLineAbility:796	true	0	0	Rotational							Self-Heal 3 (Overflow)			api	Fires a blast of unholy energy at the target, causing 74 Shadow damage to an enemy or healing an Undead ally for 165 health.\n\nExtends the duration of Dread Plague and Virulent Plague by 1.5 sec.
Death Knight	Frost	251	Death and Decay	52212	class-baseline	SkillLineAbility:796	true	0	0	Rotational							Class 2 (CC)			api	Corrupts the ground targeted by the Death Knight, causing Shadow damage every sec that targets remain in the area for 10 sec.
Death Knight	Frost	251	Frost Breath	190780	class-baseline	SkillLineAbility:796	true	0	0	Rotational										api	Summons Sindragosa, who breathes frost on all enemies within 40 yd in front of you, dealing 148 Frost damage and slowing movement speed by 50% for 10 sec.
Death Knight	Frost	251	Frost Fever	55095	class-baseline	SkillLineAbility:796	true	0	0	Rotational										api	A disease that deals 59 Frost damage over 24 sec and has a chance to grant the Death Knight 4 Runic Power each time it deals damage.
Death Knight	Frost	251	Glacial Advance	194913	class-baseline	SpecializationSpells	true	0	0	Rotational						Essential	Rotational 5	cdm-only:CooldownSetSpell		api	Summon glacial spikes from the ground that advance forward, each dealing 22 Frost damage near their eruption point and applying Razorice.
Death Knight	Frost	251	Path of Frost	3714	class-baseline	SkillLineAbility:796	true	0	0	Rotational							Class 6 (Dispel)			api	Activates a freezing aura for 10 min that creates ice beneath your feet, allowing party or raid members within 50 yards to walk on water.\n\nUsable while mounted, but being attacked or damaged will cancel the effect.
Death Knight	Frost	251	Rune Strike	316239	class-baseline	SkillLineAbility:796	true	0	0	Rotational										api	Strike the target for 21 Physical damage. This attack cannot be dodged, blocked, or parried.
Death Knight	Frost	251	Rune of Razorice	53343	class-baseline	SkillLineAbility:960 (secondary)	true	0	5	Rotational										db2-template	Engrave your weapon with a rune that causes ${$max(($<coeff>*$AP),1)}% extra weapon damage as Frost damage and increases enemies' vulnerability to your Frost attacks by $51714s1%, stacking up to $51714u times. $?a332944[][\n\nModifying your rune requires a Runeforge in Ebon Hold.]
Death Knight	Frost	251	Rune of Sanguination	326805	class-baseline	SkillLineAbility:960 (secondary)	true	0	5	Rotational										db2-template	Engrave your weapon with a rune that causes your Death Strike to deal increased damage based on the target's missing health. When you fall below $326801s1% health, you heal for ${$326808s1*$326808d}% of your maximum health over $326808d. \n\nModifying your rune requires a Runeforge in Ebon Hold.
Death Knight	Frost	251	Rune of Spellwarding	326855	class-baseline	SkillLineAbility:960 (secondary)	true	0	5	Rotational										db2-template	Engrave your weapon with a rune that deflects $326864s2% of all spell damage and taking magic damage has a chance to create a shield that absorbs magic damage equal to $s2% of your maximum health. When an enemy damages the shield, their cast speed is reduced by $326868s1% for $326868d. \n\nModifying your rune requires a Runeforge in Ebon Hold.
Death Knight	Frost	251	Rune of Unending Thirst	326977	class-baseline	SkillLineAbility:960 (secondary)	true	0	5	Rotational										db2-template	Engrave your weapon with a rune that increases your movement speed by $326982s2%. Additionally, when you kill an enemy that yields experience or honor you heal for $326984s2% of your maximum health and gain $326984s1% Haste and movement speed.\n\nModifying your rune requires a Runeforge in Ebon Hold.
Death Knight	Frost	251	Rune of the Apocalypse	327082	class-baseline	SkillLineAbility:960 (secondary)	true	0	5	Rotational										db2-plain	Engrave your weapon with a rune that gives your ghoul's attacks a chance to apply one of the following debuffs to the target, Death: Healing Reduction, War: Increases damage taken from the Death Knight, Famine: Reduces damage dealt to the Death Knight, Pestilence: Slows the target and deals damage over time. \n\nModifying your rune requires a Runeforge in Ebon Hold.
Death Knight	Frost	251	Rune of the Fallen Crusader	53344	class-baseline	SkillLineAbility:960 (secondary)	true	0	5	Rotational										db2-template	Engrave your weapon with a rune that has a chance to heal you for $53365s2% of your maximum health and increase total Strength by $53365s1% for $53365d.  \n\nModifying your rune requires a Runeforge in Ebon Hold.
Death Knight	Frost	251	Rune of the Stoneskin Gargoyle	62158	class-baseline	SkillLineAbility:960 (secondary)	true	0	5	Rotational										db2-template	Engrave your weapon with a rune that increases Armor by $62157s1% and all stats by $62157s2%.\n\nModifying your rune requires a Runeforge in Ebon Hold.
Death Knight	Frost	251	Runeforging	53428	class-baseline	SkillLineAbility:960 (secondary)	true	0	0	Rotational										db2-plain	Allows the Death Knight to emblazon their weapon with runes.
Death Knight	Frost	251	Single-Button Assistant	1229376	class-baseline	SpecializationSpells	true	0	2	Rotational										api	Casts damaging abilities for use in combat, rotating through them based on priority.\n\nThe global cooldown of abilities used through the Single-Button Assistant is 25% longer.
Death Knight	Frost	251	Strangulate	47476	pvp-talent	PvpTalent	true	45	0	Cooldown										api	Shadowy tendrils constrict an enemy's throat, silencing them for 4 sec.
Death Knight	Frost	251	Dark Simulacrum	77606	pvp-talent	PvpTalent	true	20	0	Rotational							PvP			api	Places a dark ward on an enemy player that persists for 12 sec, triggering when the enemy next spends mana on a spell, and allowing the Death Knight to unleash an exact duplicate of that spell.
Death Knight	Frost	251	Bitter Chill	356470	pvp-talent	PvpTalent	false	0	0	Rotational										api	Chains of Ice reduces the target's Haste by 8%. Frost Strike refreshes the duration of Chains of Ice.
Death Knight	Frost	251	Bloodforged Armor	410301	pvp-talent	PvpTalent	false	0	0	Rotational										api	Death Strike reduces all Physical damage taken by 25% for 4 sec.
Death Knight	Frost	251	Death's Cold Embrace	1218603	pvp-talent	PvpTalent	false	0	0	Rotational										api	Pillar of Frost grants you Remorseless Winter and increases its damage by 400% and its radius by 150%, but your movement speed is heavily reduced for its duration.\n\nPillar of Frost's cooldown is increased by 15 sec.
Death Knight	Frost	251	Deathchill	204080	pvp-talent	PvpTalent	false	0	0	Rotational										api	Your Remorseless Winter and Chains of Ice apply Deathchill, rooting the target in place for 4 sec.\n\nRemorseless Winter \nAll targets within 8 yards are afflicted with Deathchill when Remorseless Winter is cast.\n\nChains of Ice\nWhen you Chains of Ice a target already afflicted by your Chains of Ice they will be afflicted by Deathchill.
Death Knight	Frost	251	Delirium	233396	pvp-talent	PvpTalent	false	0	0	Rotational										api	Howling Blast applies Delirium, reducing the cooldown recovery rate of movement enhancing abilities by 50% for 12 sec.
Death Knight	Frost	251	Rot and Wither	202727	pvp-talent	PvpTalent	false	0	0	Rotational										api	Your Death and Decay rots enemies each time it deals damage, absorbing healing equal to 100% of damage dealt.
Death Knight	Frost	251	Shroud of Winter	199719	pvp-talent	PvpTalent	false	0	0	Rotational										api	Enemies within 8 yards of you become shrouded in winter, reducing the range of their spells and abilities by 30%.
Death Knight	Frost	251	Spellwarden	410320	pvp-talent	PvpTalent	false	0	0	Rotational										api	Anti-Magic Shell is now usable on allies and its cooldown is reduced by 10 sec.
Death Knight	Frost	251	A Feast of Souls	444072	talent-passive	TraitNodeEntry	false	0	0	Rotational	hero	Rider of the Apocalypse	95042	123411	1	Buff		cdm-only:CooldownSetSpell		api	While you have 2 or more Horsemen aiding you, your  increased damage.
Death Knight	Frost	251	Anti-Magic Barrier	205727	talent-passive	TraitNodeEntry	false	0	0	Rotational	class		76046	96174	1					api	Reduces the cooldown of Anti-Magic Shell by 20 sec and increases its duration and amount absorbed by 40%.
Death Knight	Frost	251	Apocalypse Now	444040	talent-passive	TraitNodeEntry	false	0	0	Rotational	hero	Rider of the Apocalypse	95041	117638	1					api	Army of the Dead and Frostwyrm's Fury call upon all 4 Horsemen to aid you for 20 sec.
Death Knight	Frost	251	Arctic Assault	456230	talent-passive	TraitNodeEntry	false	0	0	Rotational	spec		76118	96248	1	Buff		cdm-only:CooldownSetSpell		api	Consuming Killing Machine fires a Glacial Advance through your target at 60% effectiveness.
Death Knight	Frost	251	Assimilation	374383	talent-passive	TraitNodeEntry	false	0	0	Rotational	class		76048	96176	1					api	The cooldown of Anti-Magic Zone is reduced by 60 sec and its duration is increased by 2 sec.
Death Knight	Frost	251	Avalanche	207142	talent-passive	TraitNodeEntry	false	0	0	Rotational	spec		76105	96235	1					api	Casting Howling Blast with Rime active causes jagged icicles to fall on enemies nearby your target, applying Razorice and dealing 7 Frost damage.
Death Knight	Frost	251	Bind in Darkness	440031	talent-passive	TraitNodeEntry	false	0	0	Rotational	hero	Deathbringer	95043	117640	1					api	Rime empowered Howling Blast deals 60% increased damage to its main target, and is now Shadowfrost.\n\nShadowfrost damage applies 2 stacks to Reaper's Mark and 4 stacks when it is a critical strike.
Death Knight	Frost	251	Biting Cold	377056	talent-passive	TraitNodeEntry	false	0	0	Rotational	spec		76112	96242	1					api	Remorseless Winter damage is increased by 35%. The first time Remorseless Winter deals damage to 3 different enemies, you gain Rime.
Death Knight	Frost	251	Blood Bond	1267028	talent-passive	TraitNodeEntry	false	0	0	Rotational	class		76060	96189	1					api	While you are below 50% health, your Ghoul sacrifices 4% of its maximum health to heal you for 1% of your maximum health every sec.
Death Knight	Frost	251	Blood Draw	374598	talent-passive	TraitNodeEntry	false	0	0	Rotational	class		76056	96184	1					api	When you fall below 30% health you drain 42 health from nearby enemies, the damage you take is reduced by 10% and your Death Strike cost is reduced by 10 for 8 sec.\n\nCan only occur every 2 min.
Death Knight	Frost	251	Blood Scent	374030	talent-passive	TraitNodeEntry	false	0	0	Rotational	class		76078	96207	1					api	Increases Leech by 3%.
Death Knight	Frost	251	Bonegrinder	377098	talent-passive	TraitNodeEntry	false	0	0	Rotational	spec		76122	96253	2	Buff		cdm-only:CooldownSetSpell		api	Consuming Killing Machine grants 1% critical strike chance for 10 sec, stacking up to 5 times. At 5 stacks your next Killing Machine consumes the stacks and grants you 10% increased Frost damage for 10 sec.
Death Knight	Frost	251	Brittle	374504	talent-passive	TraitNodeEntry	false	0	0	Rotational	class		76061	96190	1	Buff		cdm-only:CooldownSetSpell		api	Your diseases have a chance to weaken your enemy causing your attacks against them to deal 6% increased damage for 5 sec.
Death Knight	Frost	251	Chosen of Frostbrood	1265632	talent-passive	TraitNodeEntry	false	0	0	Rotational	spec		110400	136968	1	Buff		talent-passive:TraitNodeEntry;cdm-only:CooldownSetSpell		api	Frostwyrm's Fury deals 100% increased damage to the first enemy it hits and grants you 15% Haste for 12 sec.
Death Knight	Frost	251	Cleaving Strikes	316916	talent-passive	TraitNodeEntry	false	0	0	Rotational	class		76073	96202	1					db2-template	$?a137006[Frostscythe deals $s3% increased damage during Remorseless Winter.][]$?a137008[Heart Strike hits up to $s1][]$?a137007[Scourge Strike and Festering Strike deal $s4% increased damage.][]$?a137008[ additional enemies while you remain in Death and Decay.\n\nWhen leaving your Death and Decay you retain its bonus effects for ${$s2/1000} sec.][]
Death Knight	Frost	251	Coldthirst	378848	talent-passive	TraitNodeEntry	false	0	0	Rotational	class		76083	96212	1					api	Successfully interrupting an enemy with Mind Freeze grants 10 Runic Power and reduces its cooldown by 3 sec.
Death Knight	Frost	251	Cryogenic Chamber	456237	talent-passive	TraitNodeEntry	false	0	0	Rotational	spec		106790	131618	1	Buff		cdm-only:CooldownSetSpell		api	When Howling Blast consumes Rime, 15% of the damage it deals is gathered into the next cast of Remorseless Winter, up to 20 times.
Death Knight	Frost	251	Dark Talons	436687	talent-passive	TraitNodeEntry	false	0	0	Rotational	hero	Deathbringer	95057	117654	1					api	Consuming Killing Machine or Rime has a 25% chance to grant 3 stacks of Icy Talons and increase its maximum stacks by the same amount for 6 sec.\n\nRunic Power spending abilities count as Shadowfrost while Icy Talons is active.
Death Knight	Frost	251	Death Charge	444010	talent-passive	TraitNodeEntry	false	0	0	Rotational	hero	Rider of the Apocalypse	95060	123412	1					api	Call upon your Death Charger to break free of movement impairment effects.\n\nFor 10 sec, while upon your Death Charger your movement speed is increased by 100%, you cannot be slowed below 100% of normal speed, and you are immune to forced movement effects and knockbacks.
Death Knight	Frost	251	Death Defiance	1266818	talent-passive	TraitNodeEntry	false	0	0	Rotational	class		110031	136525	1					api	The cooldown of Death Pact is reduced by 30 sec, and you receive 50% increased healing while its healing absorb is active.
Death Knight	Frost	251	Death Notes	1266819	talent-passive	TraitNodeEntry	false	0	0	Rotational	class		110030	136524	1					api	Raise Ally costs 30 less Runic Power.
Death Knight	Frost	251	Death's Echo	356367	talent-passive	TraitNodeEntry	false	0	0	Rotational	class		102007	126015	1					api	Death's Advance, Death and Decay, and Death Grip have 1 additional charge.
Death Knight	Frost	251	Death's Messenger	437122	talent-passive	TraitNodeEntry	false	0	0	Rotational	hero	Deathbringer	95049	117646	1					api	Reduces the cooldowns of Lichborne and Raise Dead by 30 sec.
Death Knight	Frost	251	Death's Reach	276079	talent-passive	TraitNodeEntry	false	0	0	Rotational	class		76064	136526	1					api	Increases the range of Death Grip by 10 yds.\n\nKilling an enemy that yields experience or honor resets the cooldown of Death Grip.
Death Knight	Frost	251	Deathly Blows	1265932	talent-passive	TraitNodeEntry	false	0	0	Rotational	hero	Deathbringer	109734	135992	1					api	Death Strike damage increased by 12%.
Death Knight	Frost	251	Echoing Fury	1265855	talent-passive	TraitNodeEntry	false	0	0	Rotational	hero	Deathbringer	109733	135991	1					api	Reaper's Mark deals 5% increased damage.\n\nCasting Dancing Rune Weapon grants 1 stack of Exterminate with 100% first scythe and 100% second scythe effectiveness.
Death Knight	Frost	251	Enduring Strength	377190	talent-passive	TraitNodeEntry	false	0	0	Rotational	spec		101930	125875	1					api	When Pillar of Frost expires, your Strength is increased by 8% for 6 sec. This effect lasts 2 sec longer, up to 20 sec, for each Obliterate and Frostscythe critical strike during Pillar of Frost.
Death Knight	Frost	251	Enfeeble	392566	talent-passive	TraitNodeEntry	false	0	0	Rotational	class		110029	136523	1	Buff		cdm-only:CooldownSetSpell		api	Your ghoul's attacks have a chance to apply Enfeeble, reducing the enemies movement speed by 30% and the damage they deal to you by 12% for 6 sec.
Death Knight	Frost	251	Everfrost	376938	talent-passive	TraitNodeEntry	false	0	0	Rotational	spec		76099	96229	1					api	Rime empowered Howling Blast deals 50% increased damage to secondary targets.\n\nRemorseless Winter deals 6% increased damage to enemies it hits, stacking up to 10 times.
Death Knight	Frost	251	Expelling Shield	439948	talent-passive	TraitNodeEntry	false	0	0	Rotational	hero	Deathbringer	95049	128234	1					api	When an enemy deals direct damage to your Anti-Magic Shell, their cast speed is reduced by 10% for 6 sec.
Death Knight	Frost	251	Exterminate	441378	talent-passive	TraitNodeEntry	false	0	0	Rotational	hero	Deathbringer	95068	117665	1	Buff		cdm-only:CooldownSetSpell		api	After Reaper's Mark explodes, your next 2 Obliterates or Frostscythes cost 1 Rune and summon 2 scythes to strike your enemies.\n\nThe first scythe strikes your target for 186 Shadowfrost damage and the second scythe strikes all enemies around your target for 75 Shadowfrost damage. Deals reduced damage beyond 8 targets.
Death Knight	Frost	251	Frigid Executioner	377073	talent-passive	TraitNodeEntry	false	0	0	Rotational	spec		76092	96221	1					api	Runic Empowerment has a 25% chance to refund 1 additional Rune.
Death Knight	Frost	251	Frigid Resolve	1265859	talent-passive	TraitNodeEntry	false	0	0	Rotational	hero	Deathbringer	109735	135993	1					api	The effectiveness of Permafrost is increased by 100% and Exterminate grants Permafrost equal to 10% of the damage dealt.\n\nPermafrost\nYour auto attack damage grants you an absorb shield equal to 40% of the damage dealt.
Death Knight	Frost	251	Frostbane	455993	talent-passive	TraitNodeEntry	false	0	0	Rotational	spec		76094	96223	1	Buff		cdm-only:CooldownSetSpell		api	Each foe struck with Glacial Advance has a chance to transform your next Frost Strike into Frostbane. The chance increases with the number of Razorice stacks on the target.\n\nFrostbane\nStart a frozen onslaught that strikes twice, unleashing the chilling essence of winter, dealing 30 Frost damage to all enemies caught in its wake with each strike.\n\nEach enemy struck reduces the damage dealt to the next foe by 5%, down to 40%.
Death Knight	Frost	251	Frostbound Will	1238680	talent-passive	TraitNodeEntry	false	0	0	Rotational	spec		109258	133362	1					api	Consuming Rime reduces the cooldown of Empower Rune Weapon by 6 sec.
Death Knight	Frost	251	Frostreaper	1230301	talent-passive	TraitNodeEntry	false	0	0	Rotational	spec		76098	96228	1	Buff		cdm-only:CooldownSetSpell		api	Obliterate deals 10% increased damage and has a chance to tether the souls of its target and a nearby enemy to yours.\n\nFrost Strike severs the tethers, dealing 72 Shadowfrost damage to both foes.
Death Knight	Frost	251	Frozen Dominion	377226	talent-passive	TraitNodeEntry	false	0	0	Rotational	spec		102009	126017	1	Buff		cdm-only:CooldownSetSpell		api	Pillar of Frost now summons a Remorseless Winter that lasts 4 sec longer.\n\nEach enemy Remorseless Winter damages grants you 5% Mastery, up to 26% for 15 sec.
Death Knight	Frost	251	Fury of the Horsemen	444069	talent-passive	TraitNodeEntry	false	0	0	Rotational	hero	Rider of the Apocalypse	95042	117639	1					api	Every 50 Runic Power you spend extends the duration of the Horsemen's aid in combat by 1 sec, up to 5 sec.
Death Knight	Frost	251	Gathering Storm	194912	talent-passive	TraitNodeEntry	false	0	0	Rotational	spec		76110	96240	1	Buff		cdm-only:CooldownSetSpell		api	Each Rune spent during Remorseless Winter increases its damage by 10%, and extends its duration by 0.5 sec.
Death Knight	Frost	251	Gloom Ward	391571	talent-passive	TraitNodeEntry	false	0	0	Rotational	class		76052	96180	2					api	Absorbs are 15% more effective on you.
Death Knight	Frost	251	Grim Reaper	434905	talent-passive	TraitNodeEntry	false	0	0	Rotational	hero	Deathbringer	95034	117631	1					api	Reaper's Mark initial strike grants Killing Machine.\n\nReaper's Mark explosion deals up to 30% increased damage based on your target's missing health.
Death Knight	Frost	251	Grip of the Dead	273952	talent-passive	TraitNodeEntry	false	0	0	Rotational	class		76057	96186	1	Buff		cdm-only:CooldownSetSpell		api	Death and Decay reduces the movement speed of enemies within its area by 90%, decaying by 10% every sec.
Death Knight	Frost	251	Horsemen's Aid	444074	talent-passive	TraitNodeEntry	false	0	0	Rotational	hero	Rider of the Apocalypse	95037	117634	1					api	While at your aid, the Horsemen will occasionally cast Anti-Magic Shell on you and themselves at 80% effectiveness.\n\nYou may only benefit from this effect every 45 sec.
Death Knight	Frost	251	Howling Blades	1230223	talent-passive	TraitNodeEntry	false	0	0	Rotational	spec		76037	96165	1					api	Rime empowered Howling Blast unleashes 2 icy blades at its target that deal 8 Frost damage and have 15% chance to grant Killing Machine.
Death Knight	Frost	251	Hungering Thirst	444037	talent-passive	TraitNodeEntry	false	0	0	Rotational	hero	Rider of the Apocalypse	95044	117641	1					api	The damage of your diseases and Death Coil are increased by 5%.
